n_estimators,tree_depth,min_samples_split,max_features,Accuracy
30,8,10,10,0.880769
30,8,10,12,0.878974
30,8,10,16,0.872308
30,8,15,2,0.743333
30,8,15,4,0.853333
30,8,15,8,0.881538
30,8,15,10,0.875897
30,8,15,12,0.881282
30,8,15,16,0.867949
30,8,20,2,0.750513
30,8,20,4,0.849487
30,8,20,8,0.879487
30,8,20,10,0.877179
30,8,20,12,0.882564
30,8,20,16,0.869744
30,8,25,2,0.748462
30,8,25,4,0.856667
30,8,25,8,0.878462
30,8,25,10,0.878718
30,8,25,12,0.877949
30,8,25,16,0.86
30,8,30,2,0.753333
30,8,30,4,0.850769
30,8,30,8,0.881538
30,8,30,10,0.879744
30,8,30,12,0.878462
30,8,30,16,0.862051
15,12,2,2,0.704359
15,12,2,4,0.845641
15,12,2,8,0.888974
15,12,2,10,0.894872
15,12,2,12,0.89641
15,12,2,16,0.897179
15,12,5,2,0.713077
15,12,5,4,0.847179
15,12,5,8,0.890256
15,12,5,10,0.891538
15,12,5,12,0.896154
15,12,5,16,0.894359
15,12,10,2,0.712821
15,12,10,4,0.84359
15,12,10,8,0.891795
15,12,10,10,0.895897
15,12,10,12,0.9
15,12,10,16,0.886923
15,12,15,2,0.702564
15,12,15,4,0.848205
15,12,15,8,0.88359
15,12,15,10,0.887436
15,12,15,12,0.894103
15,12,15,16,0.885385
15,12,20,2,0.717179
15,12,20,4,0.845897
15,12,20,8,0.88641
15,12,20,10,0.887949
15,12,20,12,0.889744
15,12,20,16,0.879487
15,12,25,2,0.713846
15,12,25,4,0.845641
15,12,25,8,0.887179
15,12,25,10,0.885128
15,12,25,12,0.888718
15,12,25,16,0.882308
15,12,30,2,0.691538
15,12,30,4,0.84359
15,12,30,8,0.886667
15,12,30,10,0.889487
15,12,30,12,0.88641
15,12,30,16,0.881282
15,16,2,2,0.689231
15,16,2,4,0.84641
15,16,2,8,0.893846
15,16,2,10,0.897692
15,16,2,12,0.899487
15,16,2,16,0.898462
15,16,5,2,0.715128
15,16,5,4,0.842308
15,16,5,8,0.889231
15,16,5,10,0.898974
15,16,5,12,0.895385
15,16,5,16,0.895128
15,16,10,2,0.719744
15,16,10,4,0.849231
15,16,10,8,0.894359
15,16,10,10,0.891282
15,16,10,12,0.902051
15,16,10,16,0.888462
15,16,15,2,0.701795
15,16,15,4,0.850256
15,16,15,8,0.884872
15,16,15,10,0.890769
15,16,15,12,0.896154
15,16,15,16,0.893333
15,16,20,2,0.700256
15,16,20,4,0.848205
15,16,20,8,0.883846
15,16,20,10,0.891795
15,16,20,12,0.89359
15,16,20,16,0.882051
15,16,25,2,0.727949
15,16,25,4,0.843846
15,16,25,8,0.889231
15,16,25,10,0.89
15,16,25,12,0.884359
15,16,25,16,0.878462
15,16,30,2,0.69359
15,16,30,4,0.838462
15,16,30,8,0.882308
15,16,30,10,0.888205
15,16,30,12,0.888462
15,16,30,16,0.877436
30,4,2,2,0.718462
30,4,2,4,0.771795
30,4,2,8,0.774359
30,4,2,10,0.754103
30,4,2,12,0.740769
30,4,2,16,0.675641
30,4,5,2,0.716154
30,4,5,4,0.776667
30,4,5,8,0.776923
30,4,5,10,0.748462
30,4,5,12,0.731026
30,4,5,16,0.681026
30,4,10,2,0.698462
30,4,10,4,0.755897
30,4,10,8,0.771795
30,4,10,10,0.755897
30,4,10,12,0.722564
30,4,10,16,0.675641
30,4,15,2,0.696923
30,4,15,4,0.78
30,4,15,8,0.773077
30,4,15,10,0.756923
30,4,15,12,0.732821
30,4,15,16,0.678205
30,4,20,2,0.732564
30,4,20,4,0.777179
30,4,20,8,0.771282
30,4,20,10,0.775641
30,4,20,12,0.727692
30,4,20,16,0.673846
30,4,25,2,0.731026
30,4,25,4,0.771026
30,4,25,8,0.778205
30,4,25,10,0.753077
30,4,25,12,0.72
30,4,25,16,0.678974
30,4,30,2,0.73
30,4,30,4,0.771026
30,4,30,8,0.778205
30,4,30,10,0.756154
30,4,30,12,0.72359
30,4,30,16,0.68359
25,4,2,2,0.711026
25,4,2,4,0.76641
25,4,2,8,0.777692
25,4,2,10,0.753333
25,4,2,12,0.738205
25,4,2,16,0.675897
25,4,5,2,0.691282
25,4,5,4,0.750513
25,4,5,8,0.76641
25,4,5,10,0.761795
25,4,5,12,0.727949
25,4,5,16,0.677949
25,4,10,2,0.706923
25,4,10,4,0.764615
25,4,10,8,0.778974
25,4,10,10,0.76359
25,4,10,12,0.734615
25,4,10,16,0.671282
25,4,15,2,0.696923
25,4,15,4,0.77
25,4,15,8,0.772564
25,4,15,10,0.757179
25,4,15,12,0.734359
25,4,15,16,0.670769
25,4,20,2,0.711795
25,4,20,4,0.768974
25,4,20,8,0.779231
25,4,20,10,0.754615
25,4,20,12,0.731282
25,4,20,16,0.673077
25,4,25,2,0.693333
25,4,25,4,0.768462
25,4,25,8,0.782821
25,4,25,10,0.742051
25,4,25,12,0.729231
25,4,25,16,0.682051
25,4,30,2,0.697436
25,4,30,4,0.759744
25,4,30,8,0.769231
25,4,30,10,0.746154
25,4,30,12,0.733333
25,4,30,16,0.680256
25,8,2,2,0.742821
25,8,2,4,0.849231
25,8,2,8,0.882821
25,8,2,10,0.879231
25,8,2,12,0.875128
25,8,2,16,0.864872
25,8,5,2,0.737692
25,8,5,4,0.851026
25,8,5,8,0.876667
25,8,5,10,0.884615
25,8,5,12,0.878462
25,8,5,16,0.867179
25,8,10,2,0.742051
25,8,10,4,0.85641
25,8,10,8,0.879231
25,8,10,10,0.878974
25,8,10,12,0.875897
25,8,10,16,0.87
25,8,15,2,0.744872
25,8,15,4,0.855128
25,8,15,8,0.881538
25,8,15,10,0.877949
25,8,15,12,0.877692
25,8,15,16,0.868462
25,8,20,2,0.740513
25,8,20,4,0.850769
25,8,20,8,0.87641
25,8,20,10,0.875641
25,8,20,12,0.878974
25,8,20,16,0.871026
25,8,25,2,0.743333
25,8,25,4,0.851282
25,8,25,8,0.874103
25,8,25,10,0.883077
25,8,25,12,0.879487
25,8,25,16,0.867949
25,8,30,2,0.734872
25,8,30,4,0.846923
25,8,30,8,0.877949
25,8,30,10,0.88
25,8,30,12,0.875128
25,8,30,16,0.867692
30,12,2,2,0.74641
30,12,2,4,0.868718
30,12,2,8,0.89641
30,12,2,10,0.903333
30,12,2,12,0.905128
30,12,2,16,0.896923
30,12,5,2,0.757436
30,12,5,4,0.875641
30,12,5,8,0.895897
30,12,5,10,0.897436
30,12,5,12,0.903077
30,12,5,16,0.9
30,12,10,2,0.758205
30,12,10,4,0.863846
30,12,10,8,0.892308
30,12,10,10,0.897179
30,12,10,12,0.902308
30,12,10,16,0.901795
30,12,15,2,0.754359
30,12,15,4,0.864872
30,12,15,8,0.896667
30,12,15,10,0.897949
30,12,15,12,0.900769
30,12,15,16,0.893846
30,12,20,2,0.761795
30,12,20,4,0.859231
30,12,20,8,0.891538
30,12,20,10,0.891282
30,12,20,12,0.904359
30,12,20,16,0.891282
30,12,25,2,0.740769
30,12,25,4,0.861795
30,12,25,8,0.895641
30,12,25,10,0.897692
30,12,25,12,0.903077
30,12,25,16,0.887436
30,12,30,2,0.760769
30,12,30,4,0.863333
30,12,30,8,0.887436
30,12,30,10,0.898718
30,12,30,12,0.898462
30,12,30,16,0.880513
30,16,2,2,0.753846
30,16,2,4,0.874615
30,16,2,8,0.897436
30,16,2,10,0.903846
30,16,2,12,0.903077
30,16,2,16,0.898718
30,16,5,2,0.735897
30,16,5,4,0.87
30,16,5,8,0.895128
30,16,5,10,0.898974
30,16,5,12,0.904872
30,16,5,16,0.898462
30,16,10,2,0.755897
30,16,10,4,0.868205
30,16,10,8,0.897692
30,16,10,10,0.904103
30,16,10,12,0.904359
30,16,10,16,0.890256
30,16,15,2,0.743846
30,16,15,4,0.865128
30,16,15,8,0.89641
30,16,15,10,0.896923
30,16,15,12,0.904615
30,16,15,16,0.898974
30,16,20,2,0.751282
30,16,20,4,0.866923
30,16,20,8,0.891026
30,16,20,10,0.898718
30,16,20,12,0.897949
30,16,20,16,0.886923
30,16,25,2,0.753333
30,16,25,4,0.864615
30,16,25,8,0.892564
30,16,25,10,0.894615
30,16,25,12,0.897436
30,16,25,16,0.883846
30,16,30,2,0.770769
30,16,30,4,0.867436
30,16,30,8,0.895641
30,16,30,10,0.894359
30,16,30,12,0.896667
30,16,30,16,0.885641
25,12,2,2,0.734103
25,12,2,4,0.859231
25,12,2,8,0.898205
25,12,2,10,0.895385
25,12,2,12,0.900769
25,12,2,16,0.892821
25,12,5,2,0.751282
25,12,5,4,0.865128
25,12,5,8,0.897436
25,12,5,10,0.898462
25,12,5,12,0.898462
25,12,5,16,0.893846
25,12,10,2,0.750769
25,12,10,4,0.862051
25,12,10,8,0.895385
25,12,10,10,0.897949
25,12,10,12,0.897949
25,12,10,16,0.895385
25,12,15,2,0.73641
25,12,15,4,0.864103
25,12,15,8,0.894872
25,12,15,10,0.891795
25,12,15,12,0.900513
25,12,15,16,0.892821
25,12,20,2,0.742564
25,12,20,4,0.86
25,12,20,8,0.888718
25,12,20,10,0.897692
25,12,20,12,0.899231
25,12,20,16,0.888205
25,12,25,2,0.751538
25,12,25,4,0.856667
25,12,25,8,0.887436
25,12,25,10,0.893077
25,12,25,12,0.891026
25,12,25,16,0.882564
25,12,30,2,0.754872
25,12,30,4,0.858718
25,12,30,8,0.895641
25,12,30,10,0.894615
25,12,30,12,0.888205
25,12,30,16,0.884615
25,16,2,2,0.750256
25,16,2,4,0.867949
25,16,2,8,0.906154
25,16,2,10,0.901026
25,16,2,12,0.903846
25,16,2,16,0.891795
25,16,5,2,0.746154
25,16,5,4,0.854615
25,16,5,8,0.896667
25,16,5,10,0.901538
25,16,5,12,0.900513
25,16,5,16,0.900769
25,16,10,2,0.735128
25,16,10,4,0.866923
25,16,10,8,0.896923
25,16,10,10,0.901538
25,16,10,12,0.900769
25,16,10,16,0.897949
25,16,15,2,0.736667
25,16,15,4,0.866154
25,16,15,8,0.896923
25,16,15,10,0.900256
25,16,15,12,0.898205
25,16,15,16,0.890256
25,16,20,2,0.745385
25,16,20,4,0.863333
25,16,20,8,0.894103
25,16,20,10,0.898205
25,16,20,12,0.895641
25,16,20,16,0.896923
25,16,25,2,0.750769
25,16,25,4,0.859231
25,16,25,8,0.893846
25,16,25,10,0.891538
25,16,25,12,0.894872
25,16,25,16,0.887436
25,16,30,2,0.749744
25,16,30,4,0.860513
25,16,30,8,0.888205
25,16,30,10,0.891026
25,16,30,12,0.892821
25,16,30,16,0.884359
