n_estimators,tree_depth,min_samples_split,max_features,Accuracy
20,4,2,16,0.650513
20,4,5,2,0.705128
20,4,5,4,0.768974
20,4,5,8,0.755897
20,4,5,10,0.749744
20,4,5,12,0.721795
20,4,5,16,0.667692
20,4,10,2,0.712051
20,4,10,4,0.75359
20,4,10,8,0.763333
20,4,10,10,0.754103
20,4,10,12,0.71359
20,4,10,16,0.667179
20,4,15,2,0.717949
20,4,15,4,0.770769
20,4,15,8,0.763846
20,4,15,10,0.748205
20,4,15,12,0.715641
20,4,15,16,0.667436
20,4,20,2,0.703333
20,4,20,4,0.758205
20,4,20,8,0.754615
20,4,20,10,0.741026
20,4,20,12,0.712821
20,4,20,16,0.658974
20,4,25,2,0.683333
20,4,25,4,0.765897
20,4,25,8,0.765128
20,4,25,10,0.757436
20,4,25,12,0.726923
20,4,25,16,0.661538
20,4,30,2,0.701026
20,4,30,4,0.75359
20,4,30,8,0.759231
20,4,30,10,0.744615
20,4,30,12,0.727949
20,4,30,16,0.657949
25,12,2,2,0.766667
25,12,2,4,0.926923
25,12,2,8,0.96641
25,12,2,10,0.965897
25,12,2,12,0.967692
25,12,2,16,0.953846
25,12,5,2,0.777179
25,12,5,4,0.929231
25,12,5,8,0.967179
25,12,5,10,0.972821
25,12,5,12,0.96641
25,12,5,16,0.952564
25,12,10,2,0.775641
25,12,10,4,0.922051
25,12,10,8,0.962564
25,12,10,10,0.968205
25,12,10,12,0.968205
25,12,10,16,0.956667
25,12,15,2,0.772821
25,12,15,4,0.921026
25,12,15,8,0.962564
25,12,15,10,0.965128
25,12,15,12,0.961026
25,12,15,16,0.952564
25,12,20,2,0.771282
25,12,20,4,0.92359
25,12,20,8,0.961282
25,12,20,10,0.960256
25,12,20,12,0.963077
25,12,20,16,0.945128
25,12,25,2,0.761538
25,12,25,4,0.919231
25,12,25,8,0.95641
25,12,25,10,0.959231
25,12,25,12,0.958718
25,12,25,16,0.93641
25,12,30,2,0.760769
25,12,30,4,0.917179
25,12,30,8,0.952308
25,12,30,10,0.959487
25,12,30,12,0.953846
25,12,30,16,0.937436
25,16,2,2,0.761026
25,16,2,4,0.928718
25,16,2,8,0.971026
25,16,2,10,0.971282
25,16,2,12,0.971795
25,16,2,16,0.961026
25,16,5,2,0.766923
25,16,5,4,0.932308
25,16,5,8,0.969487
25,16,5,10,0.97
25,16,5,12,0.967949
25,16,5,16,0.961538
25,16,10,2,0.777949
25,16,10,4,0.919487
25,16,10,8,0.966154
25,16,10,10,0.967949
25,16,10,12,0.968205
25,16,10,16,0.961282
25,16,15,2,0.785385
25,16,15,4,0.92641
25,16,15,8,0.963846
25,16,15,10,0.97
25,16,15,12,0.964359
25,16,15,16,0.953846
25,16,20,2,0.76641
25,16,20,4,0.923846
25,16,20,8,0.96
25,16,20,10,0.962051
25,16,20,12,0.960256
25,16,20,16,0.951026
25,16,25,2,0.765128
25,16,25,4,0.923077
25,16,25,8,0.956667
25,16,25,10,0.958205
25,16,25,12,0.961795
25,16,25,16,0.946154
25,16,30,2,0.766667
25,16,30,4,0.912564
25,16,30,8,0.956923
25,16,30,10,0.956923
25,16,30,12,0.955385
25,16,30,16,0.944103
30,20,2,2,0.774359
30,20,2,4,0.938974
30,20,2,8,0.976154
30,20,2,10,0.972564
30,20,2,12,0.971282
30,20,2,16,0.963846
30,20,5,2,0.785128
30,20,5,4,0.932821
30,20,5,8,0.968974
30,20,5,10,0.970513
30,20,5,12,0.971026
30,20,5,16,0.961795
30,20,10,2,0.783077
30,20,10,4,0.938205
30,20,10,8,0.967436
30,20,10,10,0.97
30,20,10,12,0.96641
30,20,10,16,0.962821
30,20,15,2,0.784359
30,20,15,4,0.926923
30,20,15,8,0.969231
30,20,15,10,0.97
30,20,15,12,0.965641
30,20,15,16,0.961026
30,20,20,2,0.779231
30,20,20,4,0.922821
30,20,20,8,0.964872
30,20,20,10,0.967949
30,20,20,12,0.964615
30,20,20,16,0.953333
30,20,25,2,0.771282
30,20,25,4,0.918974
30,20,25,8,0.964615
30,20,25,10,0.963333
30,20,25,12,0.956154
30,20,25,16,0.948205
30,20,30,2,0.782308
30,20,30,4,0.919744
30,20,30,8,0.954872
30,20,30,10,0.961795
30,20,30,12,0.955385
30,20,30,16,0.943333
30,12,2,2,0.777436
30,12,2,4,0.927436
30,12,2,8,0.97
30,12,2,10,0.97
30,12,2,12,0.968462
30,12,2,16,0.959744
30,12,5,2,0.782308
30,12,5,4,0.932308
30,12,5,8,0.967692
30,12,5,10,0.972564
30,12,5,12,0.967692
30,12,5,16,0.958974
30,12,10,2,0.784615
30,12,10,4,0.928718
30,12,10,8,0.965128
30,12,10,10,0.969231
30,12,10,12,0.965128
30,12,10,16,0.955897
30,12,15,2,0.794872
30,12,15,4,0.936154
30,12,15,8,0.961282
30,12,15,10,0.965897
30,12,15,12,0.964359
30,12,15,16,0.957436
30,12,20,2,0.793077
30,12,20,4,0.928718
30,12,20,8,0.962051
30,12,20,10,0.965128
30,12,20,12,0.957949
30,12,20,16,0.944359
30,12,25,2,0.787692
30,12,25,4,0.924615
30,12,25,8,0.960256
30,12,25,10,0.960769
30,12,25,12,0.957436
30,12,25,16,0.941538
30,12,30,2,0.782821
30,12,30,4,0.920769
30,12,30,8,0.951282
30,12,30,10,0.957949
30,12,30,12,0.956154
30,12,30,16,0.938974
30,16,2,2,0.789231
30,16,2,4,0.932308
30,16,2,8,0.971538
30,16,2,10,0.974103
30,16,2,12,0.972308
30,16,2,16,0.964103
30,16,5,2,0.772564
30,16,5,4,0.933077
30,16,5,8,0.967692
30,16,5,10,0.971795
30,16,5,12,0.97
30,16,5,16,0.966154
30,16,10,2,0.786923
30,16,10,4,0.930256
30,16,10,8,0.968205
30,16,10,10,0.97
30,16,10,12,0.969231
30,16,10,16,0.963077
30,16,15,2,0.78359
30,16,15,4,0.934872
30,16,15,8,0.965897
30,16,15,10,0.968974
30,16,15,12,0.96641
30,16,15,16,0.953333
30,16,20,2,0.779487
30,16,20,4,0.925385
30,16,20,8,0.962821
30,16,20,10,0.960513
30,16,20,12,0.965385
30,16,20,16,0.955128
30,16,25,2,0.759487
30,16,25,4,0.923846
30,16,25,8,0.958205
30,16,25,10,0.961282
30,16,25,12,0.960256
30,16,25,16,0.950256
30,16,30,2,0.782051
30,16,30,4,0.922564
30,16,30,8,0.954103
30,16,30,10,0.960513
30,16,30,12,0.956923
30,16,30,16,0.94359
